機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
バルテック ナナイロサンゴ,S,,1,否,55000,55000,0,0.0,A-SLOT,,,55000,https://www.a-slot.com/SHOP/s-baltec205.html,,,,-,,,
バルテック 沖ワニマル 30,,,1,是,50200,50200,0,0.0,A-SLOT,,,50200,https://www.a-slot.com/SHOP/baltec204.html,,,,-,,,
バンドリ!Light ver.,P,平和,1,是,106000,106000,0,0.0,ホームスロット,106000,https://home-slot.net/SHOP/p-heiwa245.html,,,,,,-,,,
パオン ディーピー いろはに愛姫,,,1,是,64100,64100,0,0.0,A-SLOT,,,64100,https://www.a-slot.com/SHOP/paon200.html,,,,-,,,
ビスティ CR料理の鉄人V,,,1,否,49371,49371,0,0.0,ホームスロット,49371,https://home-slot.net/SHOP/p-bisty8.html,,,,,,-,,,
ビッグドリーム3 77ver.,P,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy240.html,,,,,,-,,,
ファイナルジャグラー グリーン,,北電子,1,否,28742,28742,0,0.0,ホームスロット,28742,https://home-slot.net/SHOP/s-kitadenshi18.html,,,,,,-,,,
ファイナルジャグラー ピンク,4号機,北電子,1,否,53820,53820,0,0.0,A-SLOT,,,53820,https://www.a-slot.com/SHOP/kitadenshi10.html,,,,-,,,
フィーバーアクエリオン極合体,P,SANKYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sankyo264.html,,,,,,-,,,
フィーバークィーンII 2026,P,SANKYO,1,是,409400,409400,0,0.0,ホームスロット,409400,https://home-slot.net/SHOP/p-sankyo311.html,,,,,,-,,,
ボンバーパワフル 新パネル2,4号機,SANKYO,1,否,32717,32717,0,0.0,A-SLOT,,,32717,https://www.a-slot.com/SHOP/sankyo86.html,,,,-,,,
マックスアライド 櫻 サクラ,4号機,,1,是,55000,55000,0,0.0,A-SLOT,,,55000,https://www.a-slot.com/SHOP/maxaride_sakura_kasugai.html,,,,-,,,
マルホン P TENRYU 7,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-maruhon216.html,,,,,,-,,,
マルホン シャカRUSH Z,P,,1,是,76600,76600,0,0.0,ホームスロット,76600,https://home-slot.net/SHOP/p-maruhon221.html,,,,,,-,,,
マルホン 天龍∞SEVEN B,P,,1,否,131000,131000,0,0.0,ホームスロット,131000,https://home-slot.net/SHOP/p-maruhon217.html,,,,,,-,,,
マルホン 沖7し~さ~ば~じょん,P,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-maruhon209.html,,,,,,-,,,
ミリオンゴッド 2ch対応,4号機,ミズホ,1,是,198000,198000,0,0.0,A-SLOT,,,198000,https://www.a-slot.com/SHOP/mizuho-macy7.html,,,,-,,,
ワードオブライツ 2ch対応,4号機,ミズホ,1,否,85000,85000,0,0.0,A-SLOT,,,85000,https://www.a-slot.com/SHOP/mizuho-macy47.html,,,,-,,,
ワンパンマン 199ver.,P,ニューギン,1,否,76300,76300,0,0.0,ホームスロット,76300,https://home-slot.net/SHOP/p-newgin280.html,,,,,,-,,,
交響詩篇エウレカセブン2,,Sammy,1,是,93500,93500,0,0.0,A-SLOT,,,93500,https://www.a-slot.com/SHOP/sammy101.html,,,,-,,,
初代 北斗の拳 バトルパネル,4号機,Sammy,1,是,135000,135000,0,0.0,A-SLOT,,,135000,https://www.a-slot.com/SHOP/sammy34.html,,,,-,,,
南国育ち 25 ビキニパネル,4号機,オリンピア,1,是,135000,135000,0,0.0,A-SLOT,,,135000,https://www.a-slot.com/SHOP/heiwa18.html,,,,-,,,
南国育ちR2 ビキニパネル,,オリンピア,1,否,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/heiwa19_2.html,,,,-,,,
奥村 CR南国麻雀W 甘デジ,,,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-okumura18.html,,,,,,-,,,
愛喜 CRAコスモパニック,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-aiki01.html,,,,,,-,,,
戦国乙女3~天剣を継ぐもの~,,平和,1,是,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/heiwa211.html,,,,-,,,
新 必殺仕置人 超斬撃199,スマパチ,京楽,1,是,69000,69000,0,0.0,ホームスロット,69000,https://home-slot.net/SHOP/p-kyoraku231.html,,,,,,-,,,
爆釣 バクチョウ 2ch対応,4号機,メーシー,1,是,85000,85000,0,0.0,A-SLOT,,,85000,https://www.a-slot.com/SHOP/mizuho-macy6.html,,,,-,,,
真 北斗無双 第2章 頂上決戦,P,Sammy,1,是,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-sammy220.html,,,,,,-,,,
真 北斗無双 第5章 夢幻闘双,スマパチ,Sammy,1,是,91000,91000,0,0.0,ホームスロット,91000,https://home-slot.net/SHOP/p-sammy249.html,,,,,,-,,,
真 黄門ちゃま ライトミドル,P,平和,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-heiwa220.html,,,,,,-,,,
義風堂々!!~兼続と慶次~2 M3 X,P,ニューギン,1,否,101000,101000,0,0.0,ホームスロット,101000,https://home-slot.net/SHOP/p-newgin224.html,,,,,,-,,,
義風堂々!!~兼続と慶次~2 M6 X,P,ニューギン,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin223.html,,,,,,-,,,
翠星のガルガンティアKS,P,大一,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daiichi208.html,,,,,,-,,,
西陣 CRおばけらんどGL,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn121.html,,,,,,-,,,
西陣 CRゴールデンゲートMA,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn79.html,,,,,,-,,,
西陣 CRブラスレイターGL,,,1,否,67800,67800,0,0.0,ホームスロット,67800,https://home-slot.net/SHOP/p-nishijinn49.html,,,,,,-,,,
西陣 CR春一番MA~GO楽~,,,1,否,38472,38472,0,0.0,ホームスロット,38472,https://home-slot.net/SHOP/p-nishijinn44.html,,,,,,-,,,
西陣 CR花満開~天ノ舞~GL,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-nishijinn118.html,,,,,,-,,,
西陣 CR金の花満開ZX2,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn214.html,,,,,,-,,,
西陣 P13日の金曜日MA,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn238.html,,,,,,-,,,
西陣 P Rewrite FA,,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-nishijinn219.html,,,,,,-,,,
西陣 おばけらんど2022,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn257.html,,,,,,-,,,
西陣 おばけらんど怪GLS,P,,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-nishijinn242.html,,,,,,-,,,
西陣 おばけらんど怪ZBS,P,,1,是,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-nishijinn229.html,,,,,,-,,,
西陣 春一番~花札昇舞~GLB,P,,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-nishijinn226.html,,,,,,-,,,
西陣 結城友奈は勇者である,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn244.html,,,,,,-,,,
西陣 織田信奈の野望 全国版,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-nishijinn249.html,,,,,,-,,,
設定7基板 極メ 単品 可 店 A,,,1,是,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/option157.html,,,,-,,,
豊丸 ロードファラオ~神の一撃~,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-toyomaru203.html,,,,,,-,,,
銀座 モンスターハンターライズ,P,,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-ginza223.html,,,,,,-,,,
銀座 盾の勇者の成り上がり,P,,1,是,57600,57600,0,0.0,ホームスロット,57600,https://home-slot.net/SHOP/p-ginza225.html,,,,,,-,,,
電撃あらっ太郎 2ch対応,4号機,高砂,1,否,76500,76500,0,0.0,A-SLOT,,,76500,https://www.a-slot.com/SHOP/takasago_dengekiarattarou_kasugai.html,,,,-,,,
高尾 CRライディーン 女神篇,,,1,否,49371,49371,0,0.0,ホームスロット,49371,https://home-slot.net/SHOP/p-takao25.html,,,,,,-,,,
高尾 CRワシズ閻魔の闘牌,,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao79.html,,,,,,-,,,
高尾 CR一騎当千SS暴2,,,1,否,47435,47435,0,0.0,ホームスロット,47435,https://home-slot.net/SHOP/p-takao21.html,,,,,,-,,,
高尾 弾球黙示録カイジ沼5,P,,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-takao252.html,,,,,,-,,,
高尾 織田信奈の野望 下剋上,P,,1,是,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-takao260.html,,,,,,-,,,
鬼浜爆走紅蓮隊 激闘謳歌編,,ベルコ,1,是,45100,45100,0,0.0,A-SLOT,,,45100,https://www.a-slot.com/SHOP/bellco209.html,,,,-,,,
3×3EYESl~聖魔覚醒~,,大都技研,1,否,74900,74900,0,0.0,ホームスロット,74900,https://home-slot.net/SHOP/s-daitogiken59.html,,,,,,-,,,
CRA着信アリFPWZ,,藤商事,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-fuji126.html,,,,,,-,,,
CRA羽根らんま1 2R,,SANKYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sankyo112.html,,,,,,-,,,
CRぱちんこAKB48,,京楽,1,否,101600,101600,0,0.0,ホームスロット,101600,https://home-slot.net/SHOP/p-kyoraku58.html,,,,,,-,,,
CRぱちんこ天国の階段,,京楽,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-kyoraku16.html,,,,,,-,,,
CRぱちんこ太王四神記,,京楽,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-kyoraku62.html,,,,,,-,,,
CRまわるん 大海物語3,,SANYO,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sanyo85.html,,,,,,-,,,
CRエキサイトFPSZ,,藤商事,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-fuji121.html,,,,,,-,,,
CRテレサ テン2NG J,,大一,1,否,56400,56400,0,0.0,ホームスロット,56400,https://home-slot.net/SHOP/p-daiichi104.html,,,,,,-,,,
CRテレサ テン2NM R,,大一,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daiichi105.html,,,,,,-,,,
CRデビルメイクライ4,,メーシー,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-macy200.html,,,,,,-,,,
CRドーベルマン刑事 SD,,オリンピア,1,否,96158,96158,0,0.0,ホームスロット,96158,https://home-slot.net/SHOP/p-olympia1.html,,,,,,-,,,
CRフィーバースター ウォーズR,,SANKYO,1,否,154800,154800,0,0.0,ホームスロット,154800,https://home-slot.net/SHOP/p-sankyo99.html,,,,,,-,,,
CRフィーバーパワフルDX,,SANKYO,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sankyo104.html,,,,,,-,,,
CRフルーツパンチAM F,,大一,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daiichi98.html,,,,,,-,,,
CRヤッターマン H4AY,,平和,1,否,49371,49371,0,0.0,ホームスロット,49371,https://home-slot.net/SHOP/p-heiwa29.html,,,,,,-,,,
CRロトパチ15ver.,,SANYO,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-sanyo95.html,,,,,,-,,,
CRロトパチ25ver.,,SANYO,1,否,55200,55200,0,0.0,ホームスロット,55200,https://home-slot.net/SHOP/p-sanyo96.html,,,,,,-,,,
CR偽物語199Ver.,,Sammy,1,否,65300,65300,0,0.0,ホームスロット,65300,https://home-slot.net/SHOP/p-sammy108.html,,,,,,-,,,
CR偽物語299Ver.,,Sammy,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sammy109.html,,,,,,-,,,
CR吉宗4 天昇飛躍の極,,大都技研,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-daito24.html,,,,,,-,,,
CR哭きの竜 天運FPW,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji68.html,,,,,,-,,,
CR地獄先生ぬ~べ~FPL,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji105.html,,,,,,-,,,
CR地獄少女 弐FPSZ,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji117.html,,,,,,-,,,
CR大奥~繚乱の花戦~N T,,ニューギン,1,是,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-newgin126.html,,,,,,-,,,
CR戦国乙女2 M9AX,,平和,1,否,116000,116000,0,0.0,ホームスロット,116000,https://home-slot.net/SHOP/p-heiwa69.html,,,,,,-,,,
CR戦国乙女3 H9AY,,平和,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-heiwa99.html,,,,,,-,,,
CR新アレジンFPLZ,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji87.html,,,,,,-,,,
CR楽園むすめH5 TX,,ニューギン,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin96.html,,,,,,-,,,
CR海物語アクア MLB,,SANYO,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-sanyo73.html,,,,,,-,,,
CR烈火の炎H9AZ1,,平和,1,否,152300,152300,0,0.0,ホームスロット,152300,https://home-slot.net/SHOP/p-heiwa103.html,,,,,,-,,,
CR真 花の慶次M2 K1,,ニューギン,1,否,86000,86000,0,0.0,ホームスロット,86000,https://home-slot.net/SHOP/p-newgin132.html,,,,,,-,,,
CR私立!戦国学園 MTA,,SANYO,1,否,33301,33301,0,0.0,ホームスロット,33301,https://home-slot.net/SHOP/p-sanyo18.html,,,,,,-,,,
CR緋弾のアリア FPL,,藤商事,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-fuji93.html,,,,,,-,,,
CR花の慶次~愛H2 VG,,ニューギン,1,否,38539,38539,0,0.0,ホームスロット,38539,https://home-slot.net/SHOP/p-newgin62.html,,,,,,-,,,
CR花の慶次~焔L2 VX,,ニューギン,1,否,111100,111100,0,0.0,ホームスロット,111100,https://home-slot.net/SHOP/p-newgin68.html,,,,,,-,,,
CR花の慶次~焔L5 KX,,ニューギン,1,否,72185,72185,0,0.0,ホームスロット,72185,https://home-slot.net/SHOP/p-newgin77.html,,,,,,-,,,
CR遊技性ミリオンアーサー,,ミズホ,1,否,92400,92400,0,0.0,ホームスロット,92400,https://home-slot.net/SHOP/p-mizuho8.html,,,,,,-,,,
CR釣りバカ日誌MTC,,SANYO,1,否,41935,41935,0,0.0,ホームスロット,41935,https://home-slot.net/SHOP/p-sanyo21.html,,,,,,-,,,
CR鉄拳伝タフ MSAS,,SANYO,1,否,261100,261100,0,0.0,ホームスロット,261100,https://home-slot.net/SHOP/p-sanyo26.html,,,,,,-,,,
D light 犬夜叉3.0,スマパチ,,1,是,142300,142300,0,0.0,ホームスロット,142300,https://home-slot.net/SHOP/p-dlight235.html,,,,,,-,,,
D light 閃乱カグラ,スマパチ,,1,是,157300,157300,0,0.0,ホームスロット,157300,https://home-slot.net/SHOP/p-dlight232.html,,,,,,-,,,
IGT ウイニングポスト,4号機,,1,否,20158,20158,0,0.0,A-SLOT,,,20158,https://www.a-slot.com/SHOP/igt19.html,,,,-,,,
JPS ロケットパニック,,,1,否,28742,28742,0,0.0,ホームスロット,28742,https://home-slot.net/SHOP/s-jps22.html,,,,,,-,,,
KPE がんばれゴエモン,,,1,否,54100,54100,0,0.0,ホームスロット,54100,https://home-slot.net/SHOP/s-kpe12.html,,,,,,-,,,
KPE 麻雀格闘倶楽部2,,,1,是,51500,51500,0,0.0,A-SLOT,,,51500,https://www.a-slot.com/SHOP/kpe56.html,,,,-,,,
NET カリビアンクイーン,,,1,否,32717,32717,0,0.0,A-SLOT,,,32717,https://www.a-slot.com/SHOP/net3.html,,,,-,,,
NET 蛇喰夢子という女,,,1,是,83500,83500,0,0.0,A-SLOT,,,83500,https://www.a-slot.com/SHOP/s-net216.html,,,,-,,,
NET 賞金首Angel,スマスロ,,1,是,96100,96100,0,0.0,A-SLOT,,,96100,https://www.a-slot.com/SHOP/s-net221.html,,,,-,,,
PAガラスの仮面N K1,,ニューギン,1,是,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-newgin234.html,,,,,,-,,,
PA地獄少女 宵伽 設定付,,藤商事,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-fuji202.html,,,,,,-,,,
PA新海物語 2ch対応,,SANYO,1,否,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-sanyo237.html,,,,,,-,,,
P JAWS3 LIGHT,,平和,1,是,107000,107000,0,0.0,ホームスロット,107000,https://home-slot.net/SHOP/p-heiwa225.html,,,,,,-,,,
P ROAD TO EDEN,,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy222.html,,,,,,-,,,
ちょいパチ海物語3R2,P,SANYO,1,否,59000,59000,0,0.0,ホームスロット,59000,https://home-slot.net/SHOP/p-sanyo214.html,,,,,,-,,,
とある科学の超電磁砲2,P,藤商事,1,是,64000,64000,0,0.0,ホームスロット,64000,https://home-slot.net/SHOP/p-jfj246.html,,,,,,-,,,
とある魔術の禁書目録2,P,藤商事,1,是,63600,63600,0,0.0,ホームスロット,63600,https://home-slot.net/SHOP/p-jfj244.html,,,,,20,-,,3,
ぱちんこCR七つの大罪,,Sammy,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-sammy201.html,,,,,,-,,,
ぱちんこCR真 北斗無双,,Sammy,1,是,82900,82900,0,0.0,ホームスロット,82900,https://home-slot.net/SHOP/p-sammy85.html,,,,,,-,,,
ぱちんこCR蒼天の拳2,,Sammy,1,否,186300,186300,0,0.0,ホームスロット,186300,https://home-slot.net/SHOP/p-sammy45.html,,,,,,-,,,
ぱちんこ 仮面ライダー 轟音,,京楽,1,是,62600,62600,0,0.0,ホームスロット,62600,https://home-slot.net/SHOP/p-kyoraku214.html,,,,,,-,,,
ぱちんこ押忍!番長 漢の頂,スマパチ,大都技研,1,是,127300,127300,0,0.0,ホームスロット,127300,https://home-slot.net/SHOP/p-daito209.html,,,,,,-,,,
ぱちんこ 新 必殺仕置人S,スマパチ,京楽,1,是,74100,74100,0,0.0,ホームスロット,74100,https://home-slot.net/SHOP/p-kyoraku227.html,,,,,,-,,,
ぱちんこ 水戸黄門 超極上,,京楽,1,是,62600,62600,0,0.0,ホームスロット,62600,https://home-slot.net/SHOP/p-kyoraku230.html,,,,,,-,,,
アイムジャグラー7 グリーン,,北電子,1,是,110500,110500,0,0.0,A-SLOT,,,110500,https://www.a-slot.com/SHOP/kitadensi24.html,,,,-,,,
アイムジャグラー7 ピンク,,北電子,1,否,113500,113500,0,0.0,A-SLOT,,,113500,https://www.a-slot.com/SHOP/kitadensi30.html,,,,-,,,
アイムジャグラーEX AE,,北電子,1,是,60800,60800,0,0.0,A-SLOT,,,60800,https://www.a-slot.com/SHOP/kitadensi86.html,,,,-,,,
アナザーゴッドハーデス 狂乱,P,メーシー,1,否,52600,52600,0,0.0,ホームスロット,52600,https://home-slot.net/SHOP/p-macy223.html,,,,,,-,,,
アナザーゴッドハーデス 獄炎,P,メーシー,1,是,65200,65200,0,0.0,ホームスロット,65200,https://home-slot.net/SHOP/p-macy232.html,,,,,,-,,,
アピールプレート DAY 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_slot-day.html,,,,-,,,
アピールプレート ザ 対決 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_taiketsu.html,,,,-,,,
アピールプレート 決戦日 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_battle.html,,,,-,,,
アピールプレート 設定4 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_settei4.html,,,,-,,,
アピールプレート 設定5 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_settei5.html,,,,-,,,
アピールプレート 設定6 店 A,,,1,否,72000,72000,0,0.0,A-SLOT,,,72000,https://www.a-slot.com/SHOP/plate_settei6.html,,,,-,,,
アミューズメント 武装神姫,,KONAMI,1,是,62800,62800,0,0.0,A-SLOT,,,62800,https://www.a-slot.com/SHOP/s-konami217.html,,,,-,,,
アムテックス うまい棒2,P,,1,是,71600,71600,0,0.0,ホームスロット,71600,https://home-slot.net/SHOP/p-amutex247.html,,,,,,-,,,
アムテックス バハマ30,S,,1,是,57800,57800,0,0.0,A-SLOT,,,57800,https://www.a-slot.com/SHOP/s-amt214.html,,,,-,,,
アラベスクR 2ch対応,4号機,山佐,1,否,62820,62820,0,0.0,A-SLOT,,,62820,https://www.a-slot.com/SHOP/yamasa107.html,,,,-,,,
アルゼ 大花火 2ch対応,4号機,,1,是,84000,84000,0,0.0,A-SLOT,,,84000,https://www.a-slot.com/SHOP/eleco13.html,,,,-,,,
アントニオ猪木自身が 機,,平和,1,是,135000,135000,0,0.0,A-SLOT,,,135000,https://www.a-slot.com/SHOP/heiwa8.html,,,,-,,,
ウルトラキューティーハニー3,,メーシー,1,否,49000,49000,0,0.0,A-SLOT,,,49000,https://www.a-slot.com/SHOP/mizuho-macy5.html,,,,-,,,
オーイズミ ハネスロナイツ,,,1,否,28742,28742,0,0.0,ホームスロット,28742,https://home-slot.net/SHOP/s-oizumi16.html,,,,,,-,,,
カルミナ Sky Love,スマスロ,,1,是,113500,113500,0,0.0,A-SLOT,,,113500,https://www.a-slot.com/SHOP/s-carmina205.html,,,,-,,,
ガメラZS メインパネル,,ロデオ,1,否,78500,78500,0,0.0,A-SLOT,,,78500,https://www.a-slot.com/SHOP/rodeo25.html,,,,-,,,
