機種名,規格,廠商,站數,有庫存,最低價,最高價,價差,價差%,最便宜店家,ホームスロット 價格,ホームスロット 連結,A-SLOT 價格,A-SLOT 連結,イニシャルP (FC2) 價格,イニシャルP (FC2) 連結,行情排名,行情價,本週漲跌,上市週數,備註
DAXEL まじかるすいーとプリズム ナナ イタルパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-daxel8.html,78500,https://www.a-slot.com/SHOP/daxel8.html,,,,-,,,
DAXEL まじかるすいーとプリズム ナナ コトネパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-daxel7.html,78500,https://www.a-slot.com/SHOP/daxel7.html,,,,-,,,
DAXEL まじかるすいーとプリズム ナナ メインパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-daxel4.html,78500,https://www.a-slot.com/SHOP/daxel4.html,,,,-,,,
Girls Guns Groovy ガールズガンズグルービー,,ニューギン,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-newgin38.html,51500,https://www.a-slot.com/SHOP/newgin38.html,,,,-,,,
KPE 悪魔城ドラキュラ Lords of Shadow,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-kpe60.html,51500,https://www.a-slot.com/SHOP/kpe60.html,,,,-,,,
SLOT劇場版魔法少女まどか☆マギカ 新編 叛逆の物語,,メーシー,2,是,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-mizuho-macy204.html,56500,https://www.a-slot.com/SHOP/mizuho-macy204.html,,,,-,,,
SNKプレイモア KOF3 ザ キング オブ ファイターズ3,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-snk39.html,78500,https://www.a-slot.com/SHOP/snk39.html,,,,-,,,
アリストクラート 絶対衝激~PLATONIC HEART~,,,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-aristocrat8.html,108500,https://www.a-slot.com/SHOP/aristocrat8.html,,,,-,,,
ゼクロスクリエイティブ ダンまち外伝 ソード オラトリア,,北電子,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kitadenshi208.html,45100,https://www.a-slot.com/SHOP/s-kitadenshi208.html,,,,-,,,
タイヨーエレック ビッグドリームinロストアイランド2,,,2,是,89800,99800,10000,10.0,ホームスロット,89800,https://home-slot.net/SHOP/s-taiyo_elec28.html,99800,https://www.a-slot.com/SHOP/taiyo_elec28.html,,,,-,,,
タイヨー バビロン with桜丘ショコラ ショコラパネル,,,2,否,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-taiyo20.html,47700,https://www.a-slot.com/SHOP/taiyo20.html,,,,-,,,
タイヨー バビロン with桜丘ショコラ バビロンパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-taiyo21.html,78500,https://www.a-slot.com/SHOP/taiyo21.html,,,,-,,,
DAXEL まじかるすいーとプリズム ナナ パネル不問,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-daxel9.html,45100,https://www.a-slot.com/SHOP/daxel9.html,,,,-,,,
KPE アミューズメント ミリオンルーレット 2ch対応,,KONAMI,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kpe202.html,45100,https://www.a-slot.com/SHOP/s-kpe202.html,,,,-,,,
SNKプレイモア ドラゴンギャル~ルーと伝説の黄金龍~,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-snk29.html,45100,https://www.a-slot.com/SHOP/snk29.html,,,,-,,,
アミューズメント 戦国コレクション5超極楽LOOP,スマスロ,KONAMI,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-konami214.html,51500,https://www.a-slot.com/SHOP/s-konami214.html,,,,-,,,
エフ GANTZ極 THE SURVIVAL GAME,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-f200.html,45100,https://www.a-slot.com/SHOP/f200.html,,,,-,,,
ゼクロスクリエイティブ 回胴式遊技機 グランベルム,,北電子,2,是,52800,62800,10000,15.9,ホームスロット,52800,https://home-slot.net/SHOP/s-kitadenshi213.html,62800,https://www.a-slot.com/SHOP/s-kitadenshi213.html,,,,-,,,
タイヨー 一騎当千2 Brilliant Battle,,,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-taiyo2.html,51500,https://www.a-slot.com/SHOP/taiyo2.html,,,,-,,,
パオン ディービー クレアの秘宝伝 女神の夢と魔法の遺跡,,大都技研,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-daitogiken200.html,57800,https://www.a-slot.com/SHOP/daitogiken200.html,,,,-,,,
ビスティ 機動戦士ガンダムユニコーン 覚醒DRIVE,スマスロ,,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-bisty227.html,57800,https://www.a-slot.com/SHOP/s-bisty227.html,,,,-,,,
DAXEL BASTARD!! バスタード 暗黒の破壊神,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-daxel3.html,64100,https://www.a-slot.com/SHOP/daxel3.html,,,,-,,,
Re ゼロから始める異世界生活 リゼロ レムパネル,,大都技研,2,否,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-daitogiken203.html,56500,https://www.a-slot.com/SHOP/daitogiken203.html,,,,-,,,
Re ゼロから始める異世界生活 リゼロ 剣聖パネル,,大都技研,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-daitogiken205.html,45100,https://www.a-slot.com/SHOP/daitogiken205.html,,,,-,,,
Re ゼロから始める異世界生活 リゼロ 双子パネル,,大都技研,2,是,42500,52500,10000,19.0,ホームスロット,42500,https://home-slot.net/SHOP/s-daitogiken204.html,52500,https://www.a-slot.com/SHOP/daitogiken204.html,,,,-,,,
アイドルマスター ミリオンライブ! ネクストプロローグ,スマスロ,山佐,2,是,40100,50100,10000,20.0,ホームスロット,40100,https://home-slot.net/SHOP/s-yamasa243.html,50100,https://www.a-slot.com/SHOP/s-yamasa243.html,,,,-,,,
アミューズメント マジカルハロウィン ボーナストリガー,スマスロ,KONAMI,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-konami225.html,45100,https://www.a-slot.com/SHOP/s-konami225.html,,,,-,,,
アミューズメント 防空少女ラブキューレ2~極限の共鳴~,スマスロ,KONAMI,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-konami213.html,47700,https://www.a-slot.com/SHOP/s-konami213.html,,,,-,,,
オッケー. ぱちスロ ウルトラマンタロウ 暴君SPEC,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-ok200.html,45100,https://www.a-slot.com/SHOP/s-ok200.html,,,,-,,,
ガールズ&パンツァーG~これが私の戦車道です!~ ガルパン,,オリンピア,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-heiwa205.html,45100,https://www.a-slot.com/SHOP/heiwa205.html,,,,-,,,
セブンリーグ ニューパルサーSP4 with 太鼓の達人,,,2,是,59100,69100,10000,14.5,ホームスロット,59100,https://home-slot.net/SHOP/s-yamasa237.html,69100,https://www.a-slot.com/SHOP/s-yamasa237.html,,,,-,,,
タイヨーエレック 蒼き鋼のアルペジオ アルス ノヴァ,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-taiyo_elec31.html,64100,https://www.a-slot.com/SHOP/taiyo_elec31.html,,,,-,,,
ディ ライト 銀河機攻隊 マジェスティックプリンス,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-dlight_5.html,57800,https://www.a-slot.com/SHOP/dlight_5.html,,,,-,,,
緑ドン VIVA!情熱南米編 ファビオ&マリアパネル,,エレコ,2,否,113500,123500,10000,8.1,ホームスロット,113500,https://home-slot.net/SHOP/s-eleco38.html,123500,https://www.a-slot.com/SHOP/eleco38.html,,,,-,,,
JPS ドリームジャンボ EE~あの興奮をもう一度~,,,2,否,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-jps31.html,64100,https://www.a-slot.com/SHOP/jps31.html,,,,-,,,
SLOTバジリスク~甲賀忍法帖~絆2 伊賀パネル,,メーシー,2,是,42100,52100,10000,19.2,ホームスロット,42100,https://home-slot.net/SHOP/s-mizuho-macy205_iga.html,52100,https://www.a-slot.com/SHOP/mizuho-macy205_iga.html,,,,-,,,
SLOTバジリスク~甲賀忍法帖~絆2 甲賀パネル,,メーシー,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-mizuho-macy205.html,45100,https://www.a-slot.com/SHOP/mizuho-macy205.html,,,,-,,,
SNKプレイモア ドラゴンギャル~修羅の野望~ J,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-snk48.html,45100,https://www.a-slot.com/SHOP/snk48.html,,,,-,,,
SNKプレイモア 戦空のキセキ~SKY LOVE~,,,2,否,143400,153400,10000,6.5,ホームスロット,143400,https://home-slot.net/SHOP/s-snk51.html,153400,https://www.a-slot.com/SHOP/snk51.html,,,,-,,,
アナザーゴッドハーデス NO MORE DOG ver.,,ミズホ,2,是,83500,93500,10000,10.7,ホームスロット,83500,https://home-slot.net/SHOP/s-mizuho-macy46.html,93500,https://www.a-slot.com/SHOP/mizuho-macy44.html,,,,-,,,
オーイズミ OVERLORD絶対支配者光臨II,,,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-oizumi213.html,47700,https://www.a-slot.com/SHOP/s-oizumi213.html,,,,-,,,
オーイズミ ひぐらしのなく頃に祭2 カケラ遊び編,,,2,是,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-oizumi211.html,57800,https://www.a-slot.com/SHOP/s-oizumi211.html,,,,-,,,
オッケー. ぱちスロ にゃんこ大戦争 BIG BANG,スマスロ,,2,是,45100,55100,10000,18.1,ホームスロット,45100,https://home-slot.net/SHOP/s-ok201.html,55100,https://www.a-slot.com/SHOP/s-ok201.html,,,,-,,,
カルミナ 探偵オペラ ミルキィホームズ 1 2の奇跡,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-carmina200.html,45100,https://www.a-slot.com/SHOP/carmina200.html,,,,-,,,
キングパルサーDOT PULSAR ドットパルサー,,山佐,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-yamasa123.html,51500,https://www.a-slot.com/SHOP/yamasa123.html,,,,-,,,
タイヨーエレック 仮面ライダー UNLIMITED,,,2,否,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-taiyo_elec23.html,47700,https://www.a-slot.com/SHOP/taiyo_elec23.html,,,,-,,,
ニューアイムジャグラーEX KT クリスタルパネル,,北電子,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-kitadenshi68_crystal.html,45100,https://www.a-slot.com/SHOP/kitadenshi68_crystal.html,,,,-,,,
ルパン三世 ロイヤルロード~金海に染まる黄金神殿~,,オリンピア,2,否,83500,93500,10000,10.7,ホームスロット,83500,https://home-slot.net/SHOP/s-heiwa124.html,93500,https://www.a-slot.com/SHOP/heiwa124.html,,,,-,,,
快盗天使ツインエンジェル3 ファントムパネル,,Sammy,2,否,56500,66500,10000,15.0,ホームスロット,56500,https://home-slot.net/SHOP/s-sammy66.html,66500,https://www.a-slot.com/SHOP/sammy66.html,,,,-,,,
英雄伝説空の軌跡 THE ANIMATION M,,ニューギン,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-newgin20.html,78500,https://www.a-slot.com/SHOP/newgin20.html,,,,-,,,
銀座 A SLOT DARTSLIVE ダーツライブ,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-ginza200.html,45100,https://www.a-slot.com/SHOP/ginza200.html,,,,-,,,
BLACK LAGOON4 ブラックラグーン4,,スパイキー,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-spyki_204.html,45100,https://www.a-slot.com/SHOP/spyki_204.html,,,,-,,,
DAXEL ささみさん@がんばらないすろっと,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-daxel10.html,78500,https://www.a-slot.com/SHOP/daxel10.html,,,,-,,,
DAXEL まじかるすいーとプリズム ナナエース,,,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-daxel11.html,57800,https://www.a-slot.com/SHOP/daxel11.html,,,,-,,,
KPE マジカルハロウィンJC メインパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-kpe3.html,78500,https://www.a-slot.com/SHOP/kpe3.html,,,,-,,,
NET ドリスターミントのヒロイン救出大作戦,,,2,否,143400,153400,10000,6.5,ホームスロット,143400,https://home-slot.net/SHOP/s-net1.html,153400,https://www.a-slot.com/SHOP/net1.html,,,,-,,,
Persona4 The SLOT ペルソナ4,,ニューギン,2,否,83500,93500,10000,10.7,ホームスロット,83500,https://home-slot.net/SHOP/s-newgin24.html,93500,https://www.a-slot.com/SHOP/newgin24.html,,,,-,,,
PROJECT ARMS プロジェクト アームズ,,ニューギン,2,否,47800,57800,10000,17.3,ホームスロット,47800,https://home-slot.net/SHOP/s-newgin22.html,57800,https://www.a-slot.com/SHOP/newgin22.html,,,,-,,,
SNKプレイモア ザ キング オブ ファイターズ2,,,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-snk42.html,45100,https://www.a-slot.com/SHOP/snk42.html,,,,-,,,
SNKプレイモア ドラゴンギャル~双龍の闘い~,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-snk56.html,78500,https://www.a-slot.com/SHOP/snk56.html,,,,-,,,
SNKプレイモア メタルスラッグSV 001,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-snk19.html,78500,https://www.a-slot.com/SHOP/snk19.html,,,,-,,,
SNKプレイモア 餓狼伝説☆双撃 ギース 白 ver.,,,2,否,83500,93500,10000,10.7,ホームスロット,83500,https://home-slot.net/SHOP/s-snk44.html,93500,https://www.a-slot.com/SHOP/snk44.html,,,,-,,,
アナザーゴッドハーデス 解き放たれし槍撃ver.,,ミズホ,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-mizuho-macy217.html,45100,https://www.a-slot.com/SHOP/s-mizuho-macy217.html,,,,-,,,
オーイズミ ひぐらしのなく頃に祭 メインパネル,,,2,否,98500,108500,10000,9.2,ホームスロット,98500,https://home-slot.net/SHOP/s-oizumi5.html,108500,https://www.a-slot.com/SHOP/oizumi5.html,,,,-,,,
タイヨー 一騎当千3 Valiant Venus,,,2,否,137300,147300,10000,6.8,ホームスロット,137300,https://home-slot.net/SHOP/s-taiyo12.html,147300,https://www.a-slot.com/SHOP/taiyo12.html,,,,-,,,
ディ ライト ダイナマイトキング極 パネル不問,S,,2,是,37700,47700,10000,21.0,ホームスロット,37700,https://home-slot.net/SHOP/s-dlight_201.html,47700,https://www.a-slot.com/SHOP/dlight_201.html,,,,-,,,
ビスティ 新世紀エヴァンゲリオン 暴走400,,,2,是,45300,55300,10000,18.1,ホームスロット,45300,https://home-slot.net/SHOP/s-sankyo203.html,55300,https://www.a-slot.com/SHOP/sankyo203.html,,,,-,,,
ブロス SLOTシャドウハーツII 運命の道標,,ユニバーサル,2,否,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-univerasal9.html,45100,https://www.a-slot.com/SHOP/univerasal9.html,,,,-,,,
マブラヴ オルタネイティヴ トータル イクリプス,,SANKYO,2,否,74900,84900,10000,11.8,ホームスロット,74900,https://home-slot.net/SHOP/s-sankyo91.html,84900,https://www.a-slot.com/SHOP/sankyo91.html,,,,-,,,
革命機ヴァルヴレイヴ カミツキver.パネル,スマスロ,SANKYO,2,是,52700,62700,10000,15.9,ホームスロット,52700,https://home-slot.net/SHOP/s-sankyo219.html,62700,https://www.a-slot.com/SHOP/s-sankyo219.html,,,,-,,,
DAXEL ようこそ実力至上主義の教室へ,スマスロ,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-daxel205.html,45100,https://www.a-slot.com/SHOP/s-daxel205.html,,,,-,,,
JPS クイーンズブレイド闘~バトルバージョン~,,,2,否,44600,54600,10000,18.3,ホームスロット,44600,https://home-slot.net/SHOP/s-jps27.html,54600,https://www.a-slot.com/SHOP/jps27.html,,,,-,,,
KPE Dororonえん魔くん メ~ラめら,,,2,否,74900,84900,10000,11.8,ホームスロット,74900,https://home-slot.net/SHOP/s-kpe49.html,84900,https://www.a-slot.com/SHOP/kpe49.html,,,,-,,,
KPE アミューズメント エルインカ~黄金文明~,,KONAMI,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-kpe200.html,51500,https://www.a-slot.com/SHOP/s-kpe200.html,,,,-,,,
KPE マジカルハロウィン2 メインパネル,,,2,是,54100,64100,10000,15.6,ホームスロット,54100,https://home-slot.net/SHOP/s-kpe14.html,64100,https://www.a-slot.com/SHOP/kpe14.html,,,,-,,,
KPE マジカルハロウィンJC バニーパネル,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-kpe6.html,78500,https://www.a-slot.com/SHOP/kpe6.html,,,,-,,,
KPE 悪魔城ドラキュラ アンジェラVer.,,,2,否,113500,123500,10000,8.1,ホームスロット,113500,https://home-slot.net/SHOP/s-kpe11.html,123500,https://www.a-slot.com/SHOP/kpe11.html,,,,-,,,
SNKプレイモア 餓狼伝説PREMIUM,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-snk53.html,78500,https://www.a-slot.com/SHOP/snk53.html,,,,-,,,
あの日見た花の名前を僕達はまだ知らない。,,Sammy,2,是,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-sammy206.html,51500,https://www.a-slot.com/SHOP/sammy206.html,,,,-,,,
アビリット サイボーグ009~地上より永遠に~,,,2,否,46500,56500,10000,17.7,ホームスロット,46500,https://home-slot.net/SHOP/s-ginza23.html,56500,https://www.a-slot.com/SHOP/ginza23.html,,,,-,,,
アリストクラート 巨人の星5~汗と涙と根性編~,,,2,否,89800,99800,10000,10.0,ホームスロット,89800,https://home-slot.net/SHOP/s-aristocrat17.html,99800,https://www.a-slot.com/SHOP/aristocrat17.html,,,,-,,,
オーイズミ ひぐらしのなく頃に祭 梨花パネル,,,2,否,108500,118500,10000,8.4,ホームスロット,108500,https://home-slot.net/SHOP/s-oizumi6.html,118500,https://www.a-slot.com/SHOP/oizumi6.html,,,,-,,,
オーイズミ ウィザード バリスターズ~弁魔士セシル,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-oizumi200.html,45100,https://www.a-slot.com/SHOP/oizumi200.html,,,,-,,,
コードギアス反逆のルルーシュR2 C.C.ver.,,Sammy,2,否,41500,51500,10000,19.4,ホームスロット,41500,https://home-slot.net/SHOP/s-sammy136.html,51500,https://www.a-slot.com/SHOP/sammy136.html,,,,-,,,
タイヨーエレック フルメタル パニック!TSR,,,2,否,68500,78500,10000,12.7,ホームスロット,68500,https://home-slot.net/SHOP/s-taiyo_elec17.html,78500,https://www.a-slot.com/SHOP/taiyo_elec17.html,,,,-,,,
タイヨーエレック <物語>シリーズ セカンドシーズン,,,2,是,35100,45100,10000,22.2,ホームスロット,35100,https://home-slot.net/SHOP/s-taiyo_elec200.html,45100,https://www.a-slot.com/SHOP/taiyo_elec200.html,,,,-,,,
